id,goal,function,arg,time_elapsed,max_memory
b492b5714413,intArrayCosts,comprehension,1000,0.0003998279571533203,29796
9525048afc06,intArrayCosts,generator,1000,0.000347137451171875,29812
62c9626306f5,intArrayCosts,range_append,1000,0.0003440380096435547,29652
3c523b136edb,intArrayCosts,zero_array,1000,0.00032210350036621094,28852
214b6d83962a,stringCreateCosts,array_append,1000,0.0024499893188476562,9979
69bd93255502,stringCreateCosts,comprehension,1000,0.0023338794708251953,10197
b72f2d50c4bf,stringCreateCosts,random_choices,1000,0.0002586841583251953,9849
ee68fd4a582d,stringCreateCosts,string_append,1000,0.0029480457305908203,1339
4174caf7456a,stringMatch,array_append,1000,0.0003218650817871094,7218
b96730eed665,stringMatch,comprehension,1000,0.00019884109497070312,7218
ab38311f97c1,stringMatch,generator,1000,0.00015997886657714844,7218
cbcb96e8e378,stringMatch,read_file,1000,7.200241088867188e-05,7218
ef8e6aa51f67,stringMatch,string_append,1000,0.00030422210693359375,7218
68d26cb3b364,intArrayCosts,comprehension,10000,0.004163026809692383,358116
49e35aaba572,intArrayCosts,generator,10000,0.004052162170410156,358132
c147bcb8f5de,intArrayCosts,range_append,10000,0.004561901092529297,357972
a311c97985f2,intArrayCosts,zero_array,10000,0.0045528411865234375,352852
1f98490290bd,stringCreateCosts,array_append,10000,0.023365020751953125,95197
2a6246390432,stringCreateCosts,comprehension,10000,0.02428293228149414,95273
ec31f3b5be4e,stringCreateCosts,random_choices,10000,0.001756906509399414,95169
eef69238c73c,stringCreateCosts,string_append,10000,0.028543949127197266,10339
0143ba43b1da,stringMatch,array_append,10000,0.0010390281677246094,62876
0a8731804daf,stringMatch,comprehension,10000,0.0006957054138183594,62876
d4ab86291bf3,stringMatch,generator,10000,0.0007638931274414062,62980
1e1e0a7500a6,stringMatch,read_file,10000,9.799003601074219e-05,25219
940deaacdd11,stringMatch,string_append,10000,0.0029277801513671875,25219
950feaa26074,intArrayCosts,comprehension,100000,0.04548907279968262,3593924
70f7714de274,intArrayCosts,generator,100000,0.0478520393371582,3593940
fccc3662a4a4,intArrayCosts,range_append,100000,0.04472613334655762,3593780
905f1766b9a2,intArrayCosts,zero_array,100000,0.045282840728759766,3592852
9b2595f8f8e3,stringCreateCosts,array_append,100000,0.23118877410888672,901005
18125ebb27bb,stringCreateCosts,comprehension,100000,0.23325538635253906,901081
7556915c967f,stringCreateCosts,random_choices,100000,0.017180919647216797,900977
06d6781ae6fa,stringCreateCosts,string_append,100000,0.2772550582885742,100339
2b161ee2f08a,stringMatch,array_append,100000,0.007525920867919922,599584
e52b86a7dc3f,stringMatch,comprehension,100000,0.00735163688659668,599584
423c7a4dbf44,stringMatch,generator,100000,0.00740504264831543,599688
a57cdcc0ab8e,stringMatch,read_file,100000,0.0004968643188476562,205220
57a72420bb59,stringMatch,string_append,100000,0.031029701232910156,205220
16088f4c079f,intArrayCosts,comprehension,1000000,0.45656299591064453,36441668
923a88354830,intArrayCosts,generator,1000000,0.48412108421325684,36441684
a6065be75ecf,intArrayCosts,range_append,1000000,0.5556817054748535,36441524
65ac79ae14ef,intArrayCosts,zero_array,1000000,0.4473299980163574,35992852
c848f7a51418,stringCreateCosts,array_append,1000000,2.352573871612549,9448749
4cf9b14af8d4,stringCreateCosts,comprehension,1000000,2.286942958831787,9448825
2b58ff75aa33,stringCreateCosts,random_choices,1000000,0.17308282852172852,9448721
80711870bb91,stringCreateCosts,string_append,1000000,2.731519937515259,1000339
1ca2ce003d21,stringMatch,array_append,1000000,0.07340073585510254,6241721
8c4f4c8e505b,stringMatch,comprehension,1000000,0.059906959533691406,6241721
137f27db7c69,stringMatch,generator,1000000,0.06439685821533203,6241825
e59812af4afb,stringMatch,read_file,1000000,0.001611948013305664,2005221
5db604c3d6f3,stringMatch,string_append,1000000,0.3033478260040283,2005221
0653a471ef58,intArrayCosts,comprehension,10000000,4.9127349853515625,369088100
d322bd7685b1,intArrayCosts,generator,10000000,5.0724499225616455,369088116
5220d9862b48,intArrayCosts,range_append,10000000,5.057392120361328,369087956
1ae43c5027c1,intArrayCosts,zero_array,10000000,4.98650598526001,359992852
cca556c715d7,stringCreateCosts,array_append,10000000,23.11776089668274,99095181
ce1342a78ef0,stringCreateCosts,comprehension,10000000,23.043025016784668,99095257
f0b301672352,stringCreateCosts,random_choices,10000000,1.7251741886138916,99095153
6a2cf8312ef2,stringCreateCosts,string_append,10000000,27.53898000717163,10000339
9d308c98a702,stringMatch,array_append,10000000,0.7282466888427734,64973098
3b1f5239bbf5,stringMatch,comprehension,10000000,0.605640172958374,64973098
1d4a17b16dc7,stringMatch,generator,10000000,0.6645731925964355,64973202
8453e7547820,stringMatch,read_file,10000000,0.013143062591552734,20005222
ff581316d3a7,stringMatch,string_append,10000000,2.957000970840454,20005222
7789343aeefa,intArrayCosts,comprehension,100,2.193450927734375e-05,1880
0ad1ae2aa62b,intArrayCosts,generator,100,1.5735626220703125e-05,1896
62b8c2ecc64c,intArrayCosts,range_append,100,1.4781951904296875e-05,1344
e0ea5066afbe,intArrayCosts,zero_array,100,1.0013580322265625e-05,1328
4f9210b3a048,stringMatch,array_append,100,0.001039743423461914,6597
af5523b8108a,stringMatch,comprehension,100,0.0001049041748046875,5821
ac71c3ace796,stringMatch,generator,100,0.0001468658447265625,5821
d35b980a26f7,stringMatch,read_file,100,0.00012183189392089844,5389
5ab3a4e70894,stringMatch,string_append,100,8.296966552734375e-05,5821
93da2e56ac15,intArrayCosts,comprehension,1000,0.0004038810729980469,29796
0ec37aaa25cf,intArrayCosts,generator,1000,0.0003371238708496094,29812
2f115710decb,intArrayCosts,range_append,1000,0.00032901763916015625,29652
9834d76121b8,intArrayCosts,zero_array,1000,0.0003058910369873047,28852
19243a09d291,stringMatch,array_append,1000,0.0006380081176757812,7218
0267f9119922,stringMatch,comprehension,1000,0.0001499652862548828,7218
68d7516a004c,stringMatch,generator,1000,0.00013899803161621094,7218
30b725347dca,stringMatch,read_file,1000,6.103515625e-05,7218
95e416efbcf9,stringMatch,string_append,1000,0.00024199485778808594,7218
1dc210bcfe31,intArrayCosts,comprehension,10000,0.0043828487396240234,358116
76410bb8184b,intArrayCosts,generator,10000,0.0043871402740478516,358132
97e84a13a3f8,intArrayCosts,range_append,10000,0.004207134246826172,357972
fe252601553a,intArrayCosts,zero_array,10000,0.00414276123046875,352852
c9b52039df9a,stringMatch,array_append,10000,0.0016548633575439453,62876
443b4569a514,stringMatch,comprehension,10000,0.0007140636444091797,62876
36d40ccc253e,stringMatch,generator,10000,0.0007491111755371094,62980
15d8aabf7b67,stringMatch,read_file,10000,0.00010395050048828125,25219
95a34a18bb7a,stringMatch,string_append,10000,0.003062009811401367,25219
9d7e5d3ec11a,intArrayCosts,comprehension,100000,0.04626607894897461,3593924
e8745606a718,intArrayCosts,generator,100000,0.047159671783447266,3593940
1685749184c7,intArrayCosts,range_append,100000,0.044011831283569336,3593780
0242f4cd052d,intArrayCosts,zero_array,100000,0.043177127838134766,3592852
5d9c740f13b7,stringMatch,array_append,100000,0.008042097091674805,599584
a776c4f9c587,stringMatch,comprehension,100000,0.006297111511230469,599584
3b6826ca8c85,stringMatch,generator,100000,0.0073201656341552734,599688
b1f660254814,stringMatch,read_file,100000,0.00026297569274902344,205220
b06813931f97,stringMatch,string_append,100000,0.03046107292175293,205220
b3d5567ecd44,intArrayCosts,comprehension,1000000,0.4582221508026123,36441668
adf4d8fc4827,intArrayCosts,generator,1000000,0.4497051239013672,36441684
97bfb31e7e21,intArrayCosts,range_append,1000000,0.46152305603027344,36441524
bfd68071c163,intArrayCosts,zero_array,1000000,0.4321098327636719,35992852
16b16334ee5f,stringMatch,array_append,1000000,0.06938695907592773,6241721
4e04ee3d2474,stringMatch,comprehension,1000000,0.055107831954956055,6241721
8a31ad050c8d,stringMatch,generator,1000000,0.06359195709228516,6241825
cd2c055f755e,stringMatch,read_file,1000000,0.0009207725524902344,2005221
bf2a21dba5a1,stringMatch,string_append,1000000,0.40431785583496094,2005221
7dcbec9f9365,intArrayCosts,comprehension,10000000,4.902813911437988,369088100
4548721aa2fa,intArrayCosts,generator,10000000,5.047624826431274,369088116
a7afafc361b0,intArrayCosts,range_append,10000000,5.054149866104126,369087956
f5d569d7bcd8,intArrayCosts,zero_array,10000000,4.8746819496154785,359992852
807561998b23,stringMatch,array_append,10000000,0.7077100276947021,64973098
1519538c2617,stringMatch,comprehension,10000000,0.5682847499847412,64973098
4a82a28d2e13,stringMatch,generator,10000000,0.6475811004638672,64973202
90ffcf9f9e59,stringMatch,read_file,10000000,0.012547016143798828,20005222
c0e1b97b12d0,stringMatch,string_append,10000000,2.9664058685302734,20005222
234fa4811a10,intArrayCosts,comprehension,100000000,52.257636070251465,3635121540
ae2ab883dc57,intArrayCosts,generator,100000000,53.15845990180969,3635121556
7c9e2fbcb728,intArrayCosts,range_append,100000000,52.84035301208496,3635121396
e55e47f4f47f,intArrayCosts,zero_array,100000000,51.06451487541199,3599992852
4ab98dfacb39,stringMatch,array_append,100000000,7.540363073348999,618757471
760dd7988664,stringMatch,comprehension,100000000,5.635883092880249,618757471
9faf51ec5665,stringMatch,generator,100000000,6.5044190883636475,618757575
5cb71ff95288,stringMatch,read_file,100000000,0.09546113014221191,200005223
1f9cb9278fda,stringMatch,string_append,100000000,30.83490824699402,200005223
270ef9609213,stringMatch,array_append,100,0.0008630752563476562,6597
80d345a82148,stringMatch,comprehension,100,0.00012111663818359375,5821
41d9750ab3a5,stringMatch,generator,100,8.296966552734375e-05,5821
f5d4b1d46096,stringMatch,read_file,100,6.985664367675781e-05,5389
636110f25205,stringMatch,string_append,100,8.082389831542969e-05,5821
37dd9ea00fa1,stringMatch,array_append,1000,0.0004909038543701172,7218
ba500e19f876,stringMatch,comprehension,1000,0.00017976760864257812,7218
55bfb7cdcf5f,stringMatch,generator,1000,0.00016307830810546875,7218
691ac91d2e5d,stringMatch,read_file,1000,0.00011992454528808594,7218
bc36430d8fd1,stringMatch,string_append,1000,0.0002791881561279297,7218
2b52aef50913,stringMatch,array_append,10000,0.019769668579101562,62876
